shares,text,misinformation,source,revision
1,https://maisminas.org/prefeitura-coronel-fabriciano-prorroga-iptu/,0,,
1,https://maisminas.org/19-laboratorios-realizar-testes-coronavirus/,0,,
1,"Começou a quebradeira das pequenas e médias Empresas, OBRIGADO CHINA, OBRIGADO GOVERNADORES DA ESQUERDA, 🧐 NÃO VAMOS ESQUECER DE VOCÊS NA HORA DE IR COMPRAR PRODUTOS CHINESES E NA HORA DE VOTAR⚰️🚽🗑️📉",1,,
1,"M️ *Bandidos não estão dando trégua e arrombam e furtam loja em Tarauacá*

```Por Gilson Amorim
28 de Março de 2020```

Os bandidos não estão dando trégua em Tarauacá durante a quarentena. Na madrugada deste sábado (28), três homens arrombaram a loja de móveis e eletrodomésticos Vitória Eletro, na avenida Coronel Juvêncio de Menezes, centro da cidade e furtaram relógios celulares. A ação foi registrada pelas câmeras de segurança do estabelecimento.

Para ter acesso ao interior da loja, os ladrões cortaram a cerca elétrica do estabelecimento e em seguida arrombaram a porta do fundo usando um pé de cabra.

No vídeo, eles aparecem usando bolsas para colocar os produtos furtados. Na manhã deste sábado, o gerente da loja procurou a delegacia local e registrou um boletim de ocorrência.

Ao Noticias da Hora, o gerente, que pediu para não ter seu nome revelado por medida de segurança, informou que os relógios foram encontrados.

Os bandidos se assustaram com uma viatura da Policia Militar que circulava em via pública no momento em que eles deixavam a loja e por isso soltaram os relógios na saída do estabelecimento. 

Os bandidos estão aproveitando o ambiente de cidade deserta em Tarauacá devido ao decreto que orienta as pessoas a ficarem em casa por conta do coronavírus e estão cometendo crimes de furtos na cidade.

Nesta semana, a Creche Municipal Fernanda Abreu Lima, no bairro Triângulo, foi alvo de vândalos. De acordo com as informações apuradas pelo Noticias da Hora, os bandidos destruíram os armários, o material de formatura e furtaram brinquedos e utensílios diversos.

⚖️ *Informou M️undo News 🚔*",0,,
1,"⚠️ *Ponto Novo: Secretaria Municipal de Saúde divulga 1° caso suspeito de coronavírus (COVID-19)*

Leia mais ➡️ https://www.interativapn.com/2020/03/ponto-novo-secretaria-municipal-de.html",0,,
1,Prefeito de São Bernardo é internado em UTI por agravamento da Covid-19 https://www.riachoemfoco.com.br/noticias/brasil/464645/1,0,,
1,COVID-19: 500 mil kits de teste rápido chegam ao Brasil - https://tconline.com.br/covid-19-500-mil-kits-de-teste-rapido-chegam-ao-brasil/,0,,
1,Menina belga de 12 anos é mais jovem vítima do coronavírus na Europa - https://tconline.com.br/menina-belga-de-12-anos-e-mais-jovem-vitima-do-coronavirus-na-europa/,0,,
1,http://vozdopara.com.br/calligaris-agamben-e-a-pandemia-do-covid-19/,0,,
1,https://maisminas.org/juiz-de-fora-contagem-e-sao-goncalo-do-rio-preto-tem-primeiras-mortes-por-coronavirus-confirmadas/,0,,
1,https://maisminas.org/coronavirus-ufsj-ferramenta-mede-transmissao-com-sem-isolamento-social/,0,,
1,https://fanoticias.com.br/covid-19-pico-da-pandemia-no-brasil-deve-ser-entre-25-e-30-de-abril/,0,,
1,https://maisminas.org/crise-do-coronavirus-relembra-polarizacao-politica-no-brasil/,0,,
1,COVID-19: Sesa investiga mais quatro mortes no Espírito Santo - https://tconline.com.br/covid-19-sesa-investiga-mais-quatro-mortes-no-espirito-santo/,0,,
1,https://fanoticias.com.br/prefeitura-de-linhares-tem-seis-casos-confirmados-de-coronavirus/,0,,
1,https://fanoticias.com.br/enfermeiro-mata-namorada-medica-me-passou-coronavirus/,0,,
1,https://maisminas.org/mortes-coronavirus-dobra-minas-gerais-chega-seis/,0,,
1,https://maisminas.org/zema-autoriza-r-260-milhoes-enfrentamento-coronavirus/,0,,
1,ESPÍRITO SANTO: Casos confirmados de covid-19 saltam para 120 e Sesa investiga um óbito no Estado - https://tconline.com.br/espirito-santo-casos-confirmados-de-covid-19-saltam-para-120-e-sesa-investiga-um-obito-no-estado/,0,,
1,http://vozdopara.com.br/semelhancas-entre-a-gripe-espanhola-e-a-covid-19/,0,,
1,http://vozdopara.com.br/regiao-norte-fiocruz-conclui-sequenciamento-do-coronavirus/,0,,
1,http://portaljornaldonorte.com.br/brasil-tem-92-mortes-por-covid-19-numero-de-casos-chega-a-3-417/,0,,
1,http://vozdopara.com.br/camara-aprova-o-coronavoucher/,0,,
1,http://vozdopara.com.br/primeiro-ministro-do-reino-unido-boris-johnson-testa-positivo-para-coronavirus/,0,,
1,http://vozdopara.com.br/por-que-a-italia-superou-o-numero-de-mortos-da-china/,0,,
1,http://vozdopara.com.br/para-chega-a-16-casos-confirmados-do-novo-coronavirus/,0,,
1,".



⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷


*MINAS GERAIS*

*Homens jovens são maioria dos pacientes com coronavírus em Minas*

postado em 27/03/2020 06:00 / atualizado em 27/03/2020
Com mais 20 doentes em 24 horas, sobe para 153 o total de infectados em Minas. Suspeitas da enfermidade disparam, com alta de 3.100 em um dia, e chegam a 17.409

Cecília Emiliana
 Centro Especializado em Coronavírus na UPA Centro-Sul, em Belo Horizonte(foto: Divulgação/PBH)

Minas Gerais registrou mais 20 casos confirmados de coronavírus em apenas 24 horas e o número de infectados chegou a 153 em todo o estado, onde há 17.409 pessoas sob investigação. Em Belo Horizonte, há 96 infectados – seis a mais desde quarta-feira, segundo informações da Secretaria de Estado de Minas Gerais (SES/MG), divulgadas na manhã de ontem. Não há registro de mortes. O boletim da SES/MG não diz se há óbitos investigados para a doença. Ainda de acordo com a SES, o maior número de doentes são homens e pessoas entre 20 anos e 59 anos.

Em relação ao último balanço, a alta de infecções é de 15%. Na quarta, eram 133 contaminados, contra os 153 contabilizados ontem. A curva de novos diagnósticos positivos voltou a subir no estado após leve queda nos dias 24 e 25. Foram duas dezenas de casos registrados em 24 horas, contra três novas infecções diárias nos dois informes epidemiológicos anteriores. O salto no total de casos investigados é outro dado surpreendente: 3.100 novas suspeitas em comparação com o relatório anterior, que contabilizava 14.227 investigações.
Segundo o documento da SES/MG, a maioria dos infectados homens, que representam 58,82% do total, contra 41,17% de mulheres. Eles são 90 e elas 63 com o coronavírus. Já a faixa etária com o maior número de doentes é a que vai de 20 a 59 anos. Entre essas idades estão 83,66% dos infectados no estado, ou 128 casos. Já os pacientes com idade entre 60 e 79 anos representam 15,7% do total, com 24 confirmados. Entre os infectatos há ainda um bebê com menos de um ano. Nenhum adolescente ou maior de 80 anos contraiu o vírus até o momento.

Perfil geográfico

Ainda de acordo com o levantamento, a grande maioria dos casos de COVID-19 em Minas continua concentrada em Belo Horizonte – 96 casos reportados. A segunda posição do ranking é ocupada pelo município de Nova Lima, na Região Metropolitana, com 11 infectados. A cidade é seguida por Juiz de Fora, na Zona da Mata Mineira, com 8 casos, e Uberlândia, no Triângulo Mineiro, com 7 registros.
Continua depois da publicidade
Governador Valadares, no Vale do Rio Doce, e Boa Esperança, no Sul de Minas, relataram suas primeiras infecções ontem. Até o momento, 21 cidades mineiras relataram registros da doença. A Região Metropolitana de Belo Horizonte detém o maior número de cidades com registro da COVID-19 -– cinco, no total. Acompanhando a RMBH, vêm o Vale do Rio Doce (5 municípios), Região Centro-Oeste (3), Triângulo Mineiro (2), Região Central (1) e Alto Paranaíba).


⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷",0,,0
1,"*ZAP EXTRA* GRANDE PONTO

*_www.grandeponto.com.br_*

😷RN tem 4 óbitos suspeitos de coronavírus e aumento de casos confirmados; confira https://bit.ly/2UleEp4

💰Bolsonaro anuncia R$ 40 bilhões para socorrer pequenas e médias empresas https://bit.ly/2UMh0fM

👏Em meio a pandemia, Carrefour abre 5 mil vagas de trabalho em todo o Brasil https://bit.ly/2vXuWeq

📲 _*Receba gratuitamente as notícias do Portal Grande Ponto. É só clicar neste link https://bit.ly/2vpgLOP*_",0,,0
1,".



⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷



*CORONEL FABRICIANO/MG*

*Em Fabriciano comércio reabre com restrições. Escolas e idosos continuam em isolamento*

Por: Redação . CNEm: 27 de março de 2020Saúde, Saúde e Economia, Vale do Aço


Trabalhadores do grupo de risco também deverão ser afastados das funções e a lotação máxima dos estabelecimentos deverá respeitar uma pessoa por 4m2, contando os funcionários

O prefeito de Coronel Fabriciano, Marcos Vinicius, publicou na tarde de hoje (27) um novo decreto que autoriza a reabertura do comércio com restrições e o retorno às atividades de outros setores da economia e do serviço público. A rodoviária também foi reaberta.
Além do horário diferenciado por setor, as empresas comerciais, indústrias, prestadores de serviços, empresas de construção civil, restaurantes e estabelecimentos congêneres, terão que adotar medidas de prevenção e contenção da propagação da covid-19, como a capacitação dos trabalhadores para procedimentos e uso adequado do EPI, higienização cotidiana, uso de saneantes e desinfecção dos ambientes de trabalho, entre outras.
Trabalhadores do grupo de risco também deverão ser afastados das funções e a lotação máxima dos estabelecimentos deverá respeitar uma pessoa por 4m2, contando os funcionários.
Para evitar aglomerações, os empresários são orientados a trabalhar em turnos diferenciados, com agendamento e atendimentos individualizados. Os que optarem pelo retorno à atividade também precisam assinar um termo de responsabilização e ciência disponibilizado no Portal da Prefeitura e anexar em local visível.
O comércio varejista de peças automotivas, material de construção e elétrico, ortopédicos e médicos, jornais e revistas, bem como os atacadistas de bens e prestação de serviços poderão funcionar das 7h às 13h. Já as lojas de cosméticos e perfumaria, utilidades domésticas, armarinhos, similares e lojas de artigos infantis, móveis, eletrodomésticos, eletroeletrônicos, óticas, tecidos, vestuário e calçados, equipamentos e materiais de escritório, papelarias e livrarias e materiais de informática e comunicação deverão funcionar das 12h às 18h. Fora destes horários, os estabelecimentos podem prestar serviços internos ou de delivery.

*DEMAIS SETORES*

Clínicas médicas, de estética, odontológicas e salões de beleza não têm restrição de horário, mas devem seguir as mesmas normas de restrição às aglomerações. Hotéis e similares deverão promover higienizações periódicas com atenção especial à limpeza dos quartos. Todos os estabelecimentos deverão disponibilizar álcool gel e outros meios de assepsia.
Bares, restaurantes e similares deverão respeitar as normas de lotação de 1 pessoa por 4m2 e a distância de 2 metros entre as mesas. As medidas estão alinhadas com o funcionamento do transporte coletivo que deverá funcionar com 50% da capacidade, com o ar condicionado desligados e sem passageiros em pé.
Cultos religiosos e academias deverão respeitar as normas de lotação e impedir a participação de pessoas com mais de 60 anos. A íntegra do decreto está no Diário Oficial do Município. O descumprimento implica advertência, multa e até a perda do alvará em casos de reincidência habitual.

*ISOLAMENTO DE DOENTES*

O prefeito Marcos Vinicius fez questão de esclarecer que o decreto não é fruto de pressão de nenhum setor nem da vontade própria dele. “Estamos em consonância com o sentimento da sociedade e cientes de que nos apressamos em curar a dor antes de diagnosticar a doença. Agora sofremos prejuízos econômicos e de saúde, confinando pessoas que podem estar saudáveis. Faço um apelo às autoridades e aos empresários que podem ajudar para que tenhamos condições de adquirir os testes rápidos. Com o diagnóstico imediato, isolamos as pessoas certas e delimitamos o espaço da doença”, ressalta o prefeito.
Vinicius também anunciou que o município dispõe de um hospital, o antigo hospital da Unimed que no momento está inativo, com 30 leitos de tratamento intensivo e 60 de semi-intensivo, que pode ser transformado em um hospital regional exclusivo para pacientes com a Covid-19. O governo do Estado já foi informado da disponibilização.

*SERVIÇOS PÚBLICOS*

As aulas da rede municipal continuam suspensas até o dia 7 de abril, prazo que pode ser prorrogado. O expediente nas repartições públicas funcionará em regime de escala e revezamento de profissionais. Em Fabriciano, a prefeitura mantém o Tele Orientação – EuSaúde, com atendimento 24 horas por dia via WhatsApp pelo telefone (31) 99674-7263. Outra medida da prefeitura foi a criação da Unidade de Referência Coronavírus na Rua Albert Scharlet, s/n, das 7h às 22h, inclusive nos finais de semana e feriados.
A decisão foi tomada após longa reunião na manhã desta sexta-feira, 27, com a presidência da Câmara de Vereadores, Sindicato do Comércio, Polícia Militar, Corpo de Bombeiros e integrantes do Comitê Gestor de Crise instalado para comandar as ações de combate ao novo coronavírus.


⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷",0,,0
1,https://maisminas.org/jovem-de-18-anos-morre-com-suspeitas-de-coronavirus-em-bh/,0,,
1,".




⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷


*VIAÇÃO ITAPEMIRIM VAI DEMITIR CERCA DE 500 FUNCIONÁRIOS*


*Em entrevista ao portal Diário do Transporte, o presidente da Viação Itapemirim, Sidnei Piva, disse nesta terça-feira (24) que cerca de 500 funcionários serão demitidos e outros 70% poderão entrar em férias coletiva por conta do coronavírus.*

Antes da crise provocada pelo Covid-19, a previsão era demitir 350 colaboradores, por conta da reestruturação prevista em plano de recuperação judicial da empresa.

Sidnei Piva afirma que após as restrições importas pelo Governo Federal e Estados houve queda de 90% na demanda do transporte público e que a Viação Itapemirim tem caixa para se manter dessa forma por apenas seis meses.


⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷",0,,0
1,"*COVID-19 - Números de suspeitos aumentam no Vale do Aço; mas apenas 3 estão confirmados*
https://plox.com.br/noticia/17/03/2020/coronavirus-boletim-atualizado-de-hora-em-hora",0,,
1,https://maisminas.org/como-a-crise-do-coronavirus-vem-aumentando-a-opcao-pelo-home-office/,0,,
1,".



⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷


*BRASIL*

*Maranhão: Idosa de 87 anos costura máscaras e doa para vizinhos*

Dona Bernarda iniciou um movimento solidário em Santa Quitéria (MA).
Em uma situação extrema como o isolamento social provocado pelas medidas preventivas ao novo coronavírus, que causa a doença Covid-19, o ser humano tem a oportunidade de mostrar o melhor de si. Em Santa Quitéria, cidade a 350 km da capital São Luís, uma idosa de 87 anos se sensibilizou com a falta de máscaras, que são Equipamentos de Proteção Individual (EPI) e viraram peças raras no mercado. Dona Bernarda Costa resolveu dedicar o talento na costura para ajudar a combater o vírus.
A contribuição da idosa está longe de ser em larga escala, mas sobra em amor ao próximo. A maranhense confecciona as máscaras costurando em TNT (uma espécie de tecido que não é tecido) colocados em elásticos. A ideia é doar para os vizinhos que também estão no grupo de risco da doença – entre eles idosos, hipertensos e diabéticos, por exemplo.


⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷",0,,0
1,http://portaljornaldonorte.com.br/aplicativo-menor-preco-brasil-tem-espaco-exclusivo-para-pesquisas-em-relacao-a-covid-19/,0,,
1,https://saomateusnews.com.br/mundo/primeiro-ministro-do-reino-unido-boris-johnson-esta-com-coronavirus-anuncia-governo/,0,,
1,Motoristas de aplicativo sofrem com queda nas corridas e risco de pegar coronavírus - https://tconline.com.br/motoristas-de-aplicativo-sofrem-com-queda-nas-corridas-e-risco-de-pegar-coronavirus/,0,,
1,http://portaljornaldonorte.com.br/gripe-publico-alvo-pode-fazer-agendamento-em-qualquer-posto-de-vacinacao/,0,,
1,".



⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷


*BRASIL*

*Presidente inclui perícia médica do INSS entre atividades essenciais*

O presidente Jair Bolsonaro (sem partido) incluiu a perícia médica do INSS no rol de serviços essenciais, que não podem ser interrompidos durante o combate à pandemia do novo coronavírus.

Perícias de benefícios destinados aos deficientes (BPC), aos idosos com mais de 65 anos, aposentadoria da pessoa com deficiência (por tempo de contribuição) e para os benefícios por incapacidade (ambos de natureza previdenciária) foram colocados como essenciais em decreto 10.292/20 publicado nesta quinta (26) pela Presidência da República.

No entanto, as agências do INSS estão fechadas até, pelo menos, 30 de abril e a análise virtual de requerimento de benefícios por incapacidade ainda não foi colocada em prática. Ela depende da aprovação do Congresso Nacional, que ainda não analisou a proposta.

Segundo o INSS, a análise pericial que pretende implantar será só com o atestado médico do trabalhador doente. A ferramenta para envio do atestado médico, porém, ainda será disponibilizada no Meu INSS.

“Aos segurados que ainda precisam marcar uma perícia, esclarecemos que o agendamento pode ser feito normalmente pelo Meu INSS ou pelo telefone 135”, esclarece, em nota.

“O segurado deve aguardar a disponibilização da ferramenta no Meu INSS para o envio do atestado”, completa o INSS.

O IBDP (Instituto Brasileiro de Direito Previdenciário) pediu ao INSS para que a autarquia efetive a medida de perícia médica indireta, já anunciada, nos benefícios por incapacidade. O instituto também propõe a adoção de duas outras medidas para auxiliar os segurados neste momento.

De acordo Alexandre Triches, vice-presidente do IBDP, com essa medida o beneficiário não precisará se deslocar até o INSS, podendo aguardar o resultado de sua perícia em casa, evitando aglomerações nas agências.

O ofício propõe também que o INSS oriente os servidores para que, ao concederem o benefício, cadastrem o seu recebimento diretamente em uma conta bancária, caso seja de interesse do segurado.

Além da inclusão dos serviços de manutenção na plataforma SAG (entidades conveniadas), permitindo que os requerimentos possam ser realizados, durante a vigência da calamidade pública, sem a necessidade de procuração.

Essas medidas, segundo Triches, permitirão que os profissionais conveniados, excepcionalmente, em razão das recomendações sanitárias de isolamento social, possam realizar pedidos de liberação de valores, troca de banco, dentre outros, sem o contato pessoal com o segurado, já que os demais documentos podem ser disponibilizados pelo meio remoto.

O INSS não informou se decreto do presidente, classificando a perícia médica como essencial, mudará a orientação da perícia à distância nem se as agências vão reabrir para perícia.

DEMANDA

Os benefícios por incapacidade são os benefícios temporários e os mais requisitados mensalmente nas agências do INSS.

“Hoje o grande estoque de benefícios que existe, em relação aos concedidos mensalmente, em torno de 60 a 70% são benefícios por incapacidade. É isso que movimenta o dia a dia das agências e o que demonstra a importância de realmente se reconhecer a atividade essencial de peritos, para que não pare a análise desses segurados”, lembra Leonardo Zicarelli, coordenador estadual do IBDP no PR.

De acordo com o advogado, dados de janeiro de 2020, por exemplo, mostram que de benefícios previdenciários foram 318 mil concedidos, e destes são 150 mil auxílio-doença previdenciário, 10 mil auxilio-doença acidentário, 10 mil de aposentadoria por invalidez e 7.600 ao portador de deficiência. “É mais de 50%”, diz.
Fonte: O Tempo


⚠️⚠️⚠️⚠️⚠️
*CIDADE ALERTA*
🦅🗞📰🇧🇷",0,,0
1,http://vozdopara.com.br/exodo-na-india-depois-de-modi-decretar-o-isolamento-social-a-fome-vai-nos-matar-antes-do-virus/,0,,
1,https://plox.com.br/noticia/27/03/2020/o-calvario-de-uma-mae-pela-morte-da-filha-de-16-anos-por-coronavirus,0,,
1,http://vozdopara.com.br/os-perigos-da-coronocracia/,0,,
1,http://vozdopara.com.br/para-registra-morte-pelo-novo-coronavirus-brasil-chega-a-6-836-casos-e-242-mortes/,0,,
1,"Hospital Roberto Silvares tem 18 leitos de UTI prontos para casos de Covid-19, afirma Casagrande - https://tconline.com.br/hospital-roberto-silvares-tem-18-leitos-de-uti-prontos-para-casos-de-covid-19-afirma-casagrande/",0,,
1,https://cidadenewsitaurn.blogspot.com/2020/03/rn-recebe-lote-com-168-mil-vacinas-para.html?m=1,0,,
1,https://cidadenewsitaurn.blogspot.com/2020/03/coronavirus-escolas-publicas-e-privadas.html?m=1,0,,
1,https://g1.globo.com/bemestar/coronavirus/noticia/2020/03/28/eua-confirmam-mais-de-500-mortes-por-coronavirus-neste-sabado-28-e-total-passa-de-2-mil.ghtml,0,,
1,http://portaljornaldonorte.com.br/coronavirus-rigoni-protocola-dois-novos-projetos-para-educacao/,0,,
1,http://portaljornaldonorte.com.br/coronavirus-papa-francisco-concede-nesta-sexta-bencao-especial-urbi-et-orbi/,0,,
1,http://portaljornaldonorte.com.br/preta-gil-esta-curada-do-coronavirus/,0,,
1,"*COVID-19 - Minas Gerais tem 28 mortes suspeitas por coronavírus*
https://plox.com.br/noticia/17/03/2020/coronavirus-boletim-atualizado-de-hora-em-hora",0,,
1,http://portaljornaldonorte.com.br/premie-britanico-boris-johnson-esta-com-coronavirus/,0,,
1,https://saomateusnews.com.br/brasil/covid-19-portaria-restringe-a-entrada-de-estrangeiros-pelos-portos-brasileiros/,0,,
1,https://saomateusnews.com.br/politica/governo-anuncia-medidas-economicas-contra-impactos-da-covid-19/,0,,
1,https://saomateusnews.com.br/mais-destaques/corona-virus-o-que-fazer-para-proteger-trabalhadores-do-varejo/,0,,
1,"RELATÓRIO OFICIAL CORONAVÍRUS
Santa Maria de Itabira investiga 10 casos suspeitos de pessoas infectadas por coronavírus - https://www.fatosdeminas.com.br/pg.php?id_cat=68&&id=21289
#FatosDeMinas #SantaMariaDeItabira #MinasGerais #CoronaVirus #Covid19 #PrefeituraDeItabira #relatoriooficial",0,,
1,"Porto Nacional, 26 de Março de 2020. *5° BATALHÃO DE POLICIA MILITAR DO TOCANTINS.* *Policiais Militares do 5o BPM participam de Operação Conjunta contra a proliferação do COVID-19 em Monte do Carmo.* Operação ocorreu em parceria com funcionários da Vigilância Sanitária, Secretaria Municipal de Saúde e Guarda Municipal de Monte do Carmo.

Nesta quarta-feira, 25, em parceria com a Vigilância Sanitária, Secretaria Municipal de Saúde e Guarda Municipal de Monte do Carmo, foi desencadeada a Operação Covid -19, onde foram fiscalizados e notificados 15 estabelecimentos comerciais, dentre eles bares,distribuidora de bebidas e estabelecimentos congêneres, acerca do cumprimento do decreto municipal que elencou medidas para a contenção da proliferação do Corona Vírus, evitando a aglomeração de pessoas. 
A operação transcorreu dentro da normalidade, atingindo as metas estabelecidas.

Missão da PMTO: ""Promover segurança pública, por meio do policiamento ostensivo e da preservação da ordem, fundamentada nos princípios dos direitos humanos, visando a paz social no estado do Tocantins"".",0,,
1,http://vozdopara.com.br/covid-19-para-chega-a-123-casos-mortes-desparam-no-estado-brasil-tem-553-obtos-e-12-mil-infectados/,0,,
1,http://vozdopara.com.br/china-divulga-texto-orientando-o-uso-adequado-da-mascara-facial/,0,,
1,"☝️☝️☝️ Malditos os Políticos que só pensam em reeleição ou se eleger, ignorando o povo, agora eles usam o Corona Vírus chinês para tentar derrubar o Bolsonaro e para ficarem bem nas próximas eleições.
NÃO Devemos mais acreditar em nenhum destes políticos, 
(o Presidente Bolsonaro tem Razão)",1,,
1,http://vozdopara.com.br/mortes-por-covid-19-nos-eua-atingem-10-000/,0,,
1,https://fanoticias.com.br/coronavirus-sao-mateus-chega-a-6-mortes-e-306-casos/,0,,
1,http://vozdopara.com.br/presidente-minimiza-mortes-por-covid-19-e-ve-grande-problema-do-momento-em-atos/,0,,
1,http://vozdopara.com.br/covid-19-policlinica-itinerante-atende-em-marba/,0,,
1,http://vozdopara.com.br/covid-19-para-registra-3-835-mortes-e-57-570-casos-brasil-atinge-37-134-obitos-e-707-412-infectados/,0,,
1,"*👍🏽CURTA A PÁGINA CORONAVÍRUS INFORMA*

🌏E fique por dentro de  todas as notícias sobre o Covid-19 do Brasil e do mundo.

*Acesse 👇*

https://www.facebook.com/tudosobrecorona/",0,,
1,"A gente ouve falar o tempo todo sobre Wuhan em funcao do Covid-19 e acha que se trata de uma cidadezinha do interior ou de uma zona rural qualquer na China.
Deem uma olhada nesse video.",1,,
1,https://fanoticias.com.br/numero-de-casos-de-covid-19-sobe-para-7-910-e-mortes-chegam-a-299/,0,,
1,https://maisminas.org/coronavirus/2020/06/12/inumeraveis-memorial-on-line-vitimas-do-coronavirus,0,,
1,"https://youtu.be/z-Zba0i3JIA


Quem vai pagar os enormes prejuízos dos países afetados pelo vírus chinês? Como ficarão os comércios entre a China e a UE?
O que acontecerá com os políticos, que estão boicotando a autoridade do presidente, trazendo o  caos aos Estados, para poder golpeá-lo com  ""impeachment""?",1,,
1,Se nao tomar cuidado muitos estao morrendo por outras causas e a midia vai publicar q e corona,1,,
1,https://midiabahia.com.br/itabuna-mulher-com-suspeita-de-coronavirus-e-algemada-para-ficar-em-isolamento/,0,,
1,https://www.odefensorcosmearaujo.com.br/2020/03/30/pesquisadores-comecam-a-decifrar-identidade-do-novo-coronavirus-no-brasil/,0,,
1,"http://rumasemnoticias.blogspot.com/2020/03/liberacao-do-coronavoucher-depende-de.html
A grande questão para o governo ainda é o cadastramento dos informais não cadastrados nas platarfomas oficiais.",0,,
1,"FICAR EM CASA x MORRER DE FOME 
 
O texto mais brilhante até o momento. 👏👏👏

CORONAVÍRUS OU A FOME? 
Autora: Andressa Andrade

O problema do brasileiro é achar que tem que ESCOLHER um ou outro.

Eu nunca vi tanta gente burra e egoísta reunida. Política não se ama, se cobra. Se fiscaliza.

Desumano esse “meme” botando o pobre com geladeira vazia como se fosse melhor e mais suportável o coronavírus. 
Chega de escrever com “letra maiúscula"" que o povo precisa trabalhar. 

Vocês gozam e chamam de fenômeno um Governo que foge amplamente da responsabilidade. Que anunciou uma medida de cortar salário dos trabalhadores por 4 meses e voltou atrás dizendo que “não leu direito”. Que em plena crise, minimiza a situação real, que organiza manifestação e esconde o próprio exame médico. Que anuncia com orgulho (e não com vergonha), o auxilio de 200 reais por mês para os informais e se isenta da ""quebradeira"" econômica.  

O retardo mental de vocês não tem limite, não?! 

Parem de culpar o colega que está em casa tentando evitar o contágio e também não colapsar o sistema de saúde e comecem a CULPAR, a COBRAR o alvo certo: o governo. O Estado. O retorno do teu imposto!

O Brasil tem mais de 350 bilhões de DÓLARES em reservas internacionais. Sabe o que é isso?! Vou te explicar: é um ativo em moeda estrangeira, um seguro para crises cambiais. Um dinheiro nosso. Sim! É uma grana nossa parada lá. 

Guedes e Bolsonaro usaram 37 bilhões recentemente para conter ainda mais a alta do dólar. Mas para salvar sua vida, sua família ou sua empresa? O seu MITO some. 

Age igual palhaço enquanto você está aí nas redes sociais rindo das idiotices dele e gritando igual um asno. Sabe o fundo eleitoral? Outra grana também. Sem contar na possibilidade de ajudar os pequenos e médios empresários com empréstimos bancários a juros irrisórios ou nulos com primeiro pagamento daqui 6 meses, botando o próprio Banco Central como fiador. Achou a medida justa? Pois é. Vários países já o fizeram. E aqui, o que Guedes fez?! Há três dias, pegou 1,2 trilhão de reais e disponibilizou aos BANCOS. Logo eles que, a cada crise, batem recordes de lucro. 

Que MITO, hein?! 

E lá vai uma pergunta para as mentes bolsomínicas: 
O Presidente não gosta tanto de imitar os EUA? 
Então, bolsominion, chegou a hora! 

Ontem, o Governo americano anunciou o uso de 2 TRILHÕES DE DÓLARES deste mesmo fundo, para auxiliar trabalhadores, empresas e sistema de saúde. Não foi para os Bancos, não. 
Serão pagos 500 bilhões de dólares para ajudar as indústrias afetadas. U$ 350 bilhões para pequenas empresas e 250 bi para o auxílio-desemprego, e uma ajuda de até 3 mil dólares por mês para cada família necessitada nos EUA. 

Precisa desenhar ou já entendeu que agora é hora de o Estado te acudir? Que até os ultraliberais como os americanos estão bancando e não criando memes ridicularizando os coitados, como nós?!
 
Antes de esbravejar igual um asno, pense nos teus filhos, na tua família, na tua saúde e saiba: mesmo com o isolamento, os infectados estão lotando os hospitais. Em Uberlândia, médicos e enfermeiros estão lavando as próprias luvas porque não há material de proteção. Se você quer pressionar a volta ao trabalho, e não a porra do Governo, ok. Tudo certo! Bora lá! Mas, quando todo mundo se contaminar ao mesmo tempo e ter a necessidade de um hospital, tenha a decência de não ir e deixar os respiradores e UTI’s para quem tentava se proteger e lutava para FICAR EM CASA. 

----------------------------------------

Fontes: https://www.infomoney.com.br/economia/com-crise-banco-central-ja-anunciou-r-12-trilhao-em-recursos-para-bancos/?fbclid=IwAR35tCa90gdK4lp_rZ1lEv4xAR7BnV7SDsWfpCt0xXpOf3iS04dyIgAd7Ac

https://g1.globo.com/economia/noticia/2020/03/25/eua-concluem-acordo-de-us-2-trilhoes-de-estimulo-a-economia.ghtml",0,,1
1,https://www.blogolinguasolta.com.br/2020/03/coronavoucher-senado-aprova-auxilio.html,0,,
1,http://vozdopara.com.br/covid-19-para-alcanca-154-infectados-brasil-registra-137-mil-casos-com-668-mortes/,0,,
1,http://vozdopara.com.br/covid-19-para-contabiliza-60-636-casos-e-3-898-obitos-brasil-tem-38-406-mortes-e-739-503-infectados/,0,,
1,https://maisminas.org/mp-solicita-abertura-de-inquerito-para-apurar-morte-de-vitima-pela-covid-19-em-mariana/,0,,
