sharings,text
1,"Piauí registra 7 mil demissões em maio  e bate recorde em 2020, revela Ministério do Trabalho https://cidadeverde.com/coronavirus/108583/piaui-registra-7-mil-demissoes-em-maio-e-bate-recorde-em-2020-revela-ministerio-do-trabalho?utm_source=whatsapp&utm_medium=share-bar-desktop&utm_campaign=share-bar"
1,Covidão no Pará: PF apreende mais de 700 mil com assessor https://link.conexaopolitica.com.br/ojQ8z5MnFaCk64dD8
1,"Pesquisa realizada no Piauí revela inibidores da COVID-19 com substância extraída do Buriti.

*Veja e compartilhe* 👇🏻
 https://www.coutinhoneto.com.br/2020/06/pesquisa-realizada-no-piaui-revela.html"
1,https://www.portalr10.com/noticia/50884/firmino-usa-pesquisa-da-covid-19-para-saber-sobre-as-eleicoes-2020
1,https://noticias.r7.com/saude/pacientes-assintomaticos-nao-impulsionam-coronavirus-diz-oms-08062020?amp
1,"*🔴URGENTE CURA DEFINITIVA DO COVID-19!!*

*CIENTISTAS BRASILEIROS DESCOBREM QUE ""CHEIRAR PEIDO"" É EFICAZ NO COMBATE AO CORONAVÍRUS!*

Um grupo de cientistas da Universidade federal da Bahia, divulgou a informação de que cheirar pum pode prevenir e combater a COVID-19 e outra série de doenças. 

Segundo os pesquisadores  uma cheirada aqui e outra ali tem o poder de deixar a pessoa imune e reduzir os riscos contrair a COVID-19. 

""Quanto mais fedorento o peido for, mais efeito faz"" afirmou o pesquisador.

De acordo com um dos pesquisadores, em cheira peido ao menos uma vez por dia pode até deixar a pessoa imune ao vírus, isto porque o peido produz a substância conhecida como sulfeto de hidrogênio e enxofre que favorece a proteção das células a lutar expulsar o vírus da COVID-19.

Continue lendo.. https://www.webpost.site/2020/06/cientistas-brasileiros-descobrem-que.html"
1,https://vivabem.uol.com.br/noticias/redacao/2020/04/07/paises-que-nao-tomam-vacina-bcg-tem-taxa-10-vezes-maior-de-covid-19.htm
1,"Juiz bloqueia fundos partidário e eleitoral e libera para coronavírus 
https://bit.ly/2Vfy9ym"
1,"*IMPORTANTE!* 🇧🇷

Os senadores abaixo são os únicos que até o momento fizeram o compromisso público votar projetos que transferem os bilhões do Fundo Eleitoral para o combate ao coronavírus.

Se seu senador não está na lista abaixo, entre em contato com ele em https://fundoparasaude.com.br

*Compartilhe!*

👏👏👏
_PARABÉNS AOS SEGUINTES SENADORES:_ 

Alvaro Dias - PODE/PR
Arolde de Oliveira - PSD/RJ
Ciro Nogueira - PP/PI
Daniella Ribeiro - PP/PB
Dário Berger - MDB/SC
Eduardo Girão - PODE/CE
Elmano Férrer - PODE/PI
Esperidião Amin - PP/SC
Fabiano Contarato - REDE/ES
Flávio Arns - REDE/PR
Jorge Kajuru - CIDADANIA/GO
Lasier Martins - PODE/RS
Luis Carlos Heinze - PP/RS
Luiz do Carmo - MDB/GO
Mailza Gomes - PP/AC
Major Olimpio - PSL/SP
Mara Gabrilli - PSDB/SP
Marcos do Val - PODE/ES
Oriovisto Guimarães - PODE/PR
Randolfe Rodrigues - REDE/AP
Reguffe - PODE/DF
Rodrigo Cunha - PSDB/AL
Rodrigo Pacheco - DEM/MG
Romário - PODE/RJ
Rose de Freitas - PODE/ES
Simone Tebet - MDB/MS
Styvenson Valentim - PODE/RN
Telmário Mota - PROS/RR
Wellington Fagundes - PL/MT"
1,O presidente do CRECI-Pi faleceu a pouco de COVID-19
1,https://noticias.r7.com/jr-na-tv/videos/coronavirus-pesquisadores-descobrem-a-dose-segura-de-cloroquina-a-ser-aplicada-nos-pacientes-06042020
1,"ATENÇÃO  
Orientação de um Promotor de Justiça: ""Jamais eu colocaria no atestado de óbito Covid 19 sem a confirmação laboratorial. Se essa pessoa tiver um seguro de vida e você atestar como Covid-19, a seguradora estará desobrigada de pagar aos familiares o valor segurado, em caso de Pandemia. E aí a família, orientada por um advogado, irá cobrar de você o dano material por eles sofridos, uma vez que o exame está negativado. Isto posto, qualquer juiz dará o ganho de causa a família e você, que seguiu o lema “a clínica é soberana” terá quer arcar com alguns milhares de reais, sem apelação..."""
1,"SOURCE / LINK: https://youtu.be/FsT_-699S2c


COVID-19
See the latest information from MS about COVID-19
KNOW MORE
See more resources on Google




#DEPUTY CARLA ZAMBELLI - THE CENTURY LIVE ON CORONAVIRUS!


167,171 views
• Broadcast live on April 5. 2020



22 MIL378 SHARE SAVE










Carla Zambelli
173 thousand subscribers


REGISTERED




Category
News and politics
THE END

==//==

SOURCE/LINK: https://youtu.be/FsT_-699S2c




COVID-19
Veja as informações mais recentes do MS sobre o COVID-19
SAIBA MAIS
 Veja mais recursos no Google 




A LIVE DO SÉCULO SOBRE O CORONAVÍRUS!


167.171 visualizações
•Transmitido ao vivo em 5 de abr. de 2020



22 MIL378COMPARTILHARSALVAR










Carla Zambelli
173 mil inscritos


INSCRITO




Categoria
Notícias e política
THE END"
1,"Conheça os deputados do Piauí que votaram contra a devolução do Fundo Partidário para utilizar no combate à pandemia do coronavírus. 
Votaram contra:
- Assis Carvalho - PT
- Flavio Nogueira - PDT
- Iracema Portela - PP
- Margarete Coelho - PP
- Marina Santos. -  Solidariedade
- Merlong Solano - PT
- Rejane Dias -  PT

Somente dois deputados votaram  sim - pela devolução:
- Átila Lira - PSB
- Marcos Aurélio Sampaio -MDB
O julgamento fica por conta de cada um. Afinal, aí está a representação do Piauí, eleita para defender o interesse do povo.
Para reflexão:
Seu interesse foi atendido?"
1,Jornalista Marcelo Magno é curado do coronavírus e tem alta de hospital https://cidadeverde.com/coronavirus/104943/jornalista-marcelo-magno-e-curado-do-coronavirus-e-tem-alta-de-hospital?utm_source=whatsapp&utm_medium=share-bar-desktop&utm_campaign=share-bar
1,"*PROVÁVEL CENÁRIO POLÍTICO PARA 2022*

*Dória* - Errou feio. Confundiu política com seus negócios. Entrou no campo de batalha com a força de seus penachos. Perdeu autoridade para governar. Vai se arrastar até o fim do governo. Será empalado pelo próprio partido. Não se reelege. Só concorre para Presidente se o PSDB entrar para perder e quiser humilha-lo. 

*Witzel* - Quem ?

*Freixo* - Precisa de cargo executivo. Tem ouvidos nas comunidades e o poder do tráfico e das milícias. Esperto já recuou da insubordinação ao Presidente e ao lockout horizontal. Não leva a prefeitura nem o governo do estado. 

*Zema* - Está quieto. (Bom Mineiro!) Vai depender do caminho do NOVO (novo PSDB). Se reelege se não quiser confrontar Bolsonaro. 

*Caiado* - Traiu o Presidente na última hora. Pode passar desapercebido para o público local. Suicidou-se a nível nacional. 

*Ciro* - Nem bravatas, nem lágrimas , nem tratores lhe darão  expressão nacional. Pífio Poeta! Talvez consiga algo no seu curral eleitoral. Voto impresso e Polícia Federal são seus maiores obstáculos. 

*Maia* - Depende de seu pai, das alianças com a política fluminense e do voto proporcional para voltar ao Congresso 2022. Perdeu a autoridade. Pede capacidade de fazer guerrilha. A Lava-Jato o espera. 

*Lindberg e Gleise* - vão comprar uma casa em Iguaba Grande. 

*Alcolumbre* - perde ainda mais a autoridade que nunca teve. Vai catalisar a oposição enfraquecida no Senado , que sem capacidade de liderança, vai ajudar a desbaratar. Pode trair seus patrões em troca de sobrevida. 

*Lula* - Preso. A operação corona vai acabar com o resto do seu poder. Pode virar uma figura indesejável para a Esquerda vivo e um mito morto. 

*PT* - Com o voto impresso tende a se fragmentar e sumir. Será eternamente sinônimo de corrupção 

*PSDB* - Se recolhe, procura o esquecimento, desenvolve novas lideranças e espreitará nas sombras. 

*Aliança* - Será a nova força do Congresso. Trará novas lideranças e traíras. Se ficar muito forte trabalhará para reformar a Constituição. 

*PSL* - volta a ser o que era, legenda de aluguel. 

*CENTRÃO* - Irá para o lado da força. Não pedirá nada além de sobrevivência e se possível trégua da PF. 

*STF* - Vai sentir a pressão. Vai começar a renovação. Ministros menos comprometidos  ganharão espaço. Os mais comprometidos ficarão nas cordas. A Lava-Jato estará nos seus calcanhares. 

*Bolsonaro* - Imbatível. Ganha tudo.  Ganha quem fechar com ele. Fará sucessor. Será o Mandetta?

*Moro* - Supremo. Não tem perfil para Executivo. 

*Guedes* - Continua, talvez até metade do novo mandato. Indicará seu sucessor na mesma linha liberal. 

*Mourão* - Traidor ou parte da Estratégia de Bolsonaro? Não será vice em 2022. 

*Brasil* - Será peça chave da Aliança Ocidental: USA, Reino Unido, Israel e Brasil. 

*Comunistas* - ficarão mais cautelosos. Rússia e China simularão dissidência. China se desculpa e recua na sua tática agressiva. Rússia posará de democrata e conciliadora. Putin talvez seja afastado. 

*Maduro* - prisão nos EUA ou morto pelo povo Venezuelano. 

*Cuba* - Fidel e a Revolução tem grandes chances de serem finalmente enterrados. 

*Argentina* - convulsão social. 

*Macron* - perde protagonismo e a França para Le Pen. 

*Alemanha* 🇩🇪- Merkel perde autoridade na Europa e internamente.”"
1,"Isso mostra que os especialistas estão certos. a Hidroxicloroquina deve ser no início.

https://g1.globo.com/google/amp/pi/piaui/noticia/2020/03/31/sesapi-divulga-nota-sobre-tratamento-de-empresario-que-morreu-de-covid-19-no-piaui.ghtml?__twitter_impression=true"
1,"🌐🔆 *VALOR NOTICIAS* 🌐🔆

*TUDO PRA SE MANTER BEM INFORMADO*

https://www.moneytimes.com.br/confira-as-principais-noticias-dos-jornais-desta-sexta-feira-59/

#DESTAQUES #B3 #ECONOMIA #ACOES #BOLSA #SMALL #SWING #TRAD #VVAR #VENDASONLINE #ECOMERCE 

https://www.infomoney.com.br/mercados/bolsas-europeias-e-futuros-americanos-operam-em-alta-depois-do-tombo-da-vespera/

#DESTAQUES #B3 #ECONOMIA #ACOES #BOLSA #SMALL #SWING #TRAD #VVAR #VENDASONLINE #ECOMERCE

https://www.moneytimes.com.br/entenda-o-que-aconteceu-em-wall-street-e-no-mundo-durante-o-feriado-acoes-brasileiras-caem-quase-8/

#ECONOMIA

https://www.moneytimes.com.br/latam-e-delta-levam-ao-cade-proposta-de-joint-venture/

#GOLL #AZUL

https://www.moneytimes.com.br/br-distribuidora-arrumou-a-casa-enquanto-enfrenta-a-pandemia-dizem-analistas/

#PETR #BRDT

https://www.moneytimes.com.br/petroleo-cai-8-por-volta-de-preocupacao-com-demanda-devido-ao-coronavirus/

#PETR #PRIO

https://www.moneytimes.com.br/vale-obtem-liminar-que-suspende-exigencia-de-r-79-bi-em-garantias/

#VALE

https://www.infomoney.com.br/mercados/vale-fecha-acordo-de-us-25-milhoes-para-encerrar-acao-da-barragem-do-fundao-em-ny/

#VALE

https://www.moneytimes.com.br/acao-da-b3-parece-cara-mas-esta-barata-em-comparacao-com-outras-bolsas/

#B3SA

https://www.moneytimes.com.br/vale-a-pena-vender-as-acoes-do-magazine-luiza-para-comprar-da-via-varejo/

#MGLU #VVAR #LAME

https://www.moneytimes.com.br/aliansce-sonae-reabre-sete-shoppings-centres-no-rio-de-janeiro-e-em-sao-paulo/

#ALSO

https://g1.globo.com/economia/noticia/2020/06/11/brasil-lidera-reducao-salarial-e-de-jornada-de-trabalho-na-america-latina-durante-a-pandemia-revela-estudo.ghtml

#ECONOMIA

https://g1.globo.com/economia/tecnologia/noticia/2020/06/11/apple-se-torna-primeira-empresa-dos-eua-a-valer-us-15-trilhao.ghtml

#APPLE

http://br.advfn.com/jornal/2020/06/s-amp-p-reafirma-rating-da-cogna-cogn3

#COGN

http://br.advfn.com/jornal/2020/06/camil-caml3-aprova-juros-sobre-o-capital

#CAML3

https://www.noticiasaominuto.com.br/economia/1488444/novo-surto-global-da-covid-pode-derrubar-pib-em-ate-9-1-diz-ocde

#COVID

https://economia.uol.com.br/noticias/estadao-conteudo/2020/06/11/eike-batista-e-condenado-a-8-anos-de-prisao-por-manipulacao-do-mercado-financeiro.htm

#DMMO3

https://economia.ig.com.br/mercados/2020-06-11/dia-dos-namorados-prejuizo-de-r-11-bilhoes-diz-fecomercio.html

#VVAR #LAME #MGLU

https://www.cnnbrasil.com.br/business

#ECONOMIA

https://portaldobitcoin.com/numero-de-carteiras-com-mais-de-100-bitcoins-esta-crescendo-novamente/

#BITCOIN

---------------------------------------------------

PRA TER ACESSO A ESSAS E OUTRAS INFORMAÇÕES SÓ CHAMAR NO PRIVADO E COLOCAMOS VOCÊ NO GRUPO DE INVESTIMENTOS GRATIS.
ATT

Chama no whatzap 👇🏻

https://api.whatsapp.com/send?phone=5531991101081&text=Olá%20PHILLIPE!%20quero%20entrar%20noS%20Grupos%20de%20Investimentos"
1,https://g1.globo.com/sp/sao-paulo/noticia/2020/06/11/governo-de-sp-diz-que-instituto-butantan-vai-produzir-vacina-contra-o-coronavirus.ghtml
1,"*Breaking news*

- Brasil vai produzir vacinas contra Covid-19 em parceria com Empresa Chinesa.

*Fonte: CNN*"
1,https://baixadacuiabana.com.br/homem-com-covid-nao-aceita-tratamento-e-foge-do-hospital-metropolitano-mas-e-resgatado-pela-pm/#
1,"Alguém sabe  Dizer  como o Doria  já tinha vacina  do Covid  desde Agosto  de 2019???
Isso  precisa  ser  investigado  Com  Urgência"
1,"É aí galera entrei no grupo pra pedir ajuda, por conta da covid minha família tá passando necessidade aí quem puder ajudar, baixando o tik tok é pondo meu código, Deus abençoe."
1,"A toda comunidade de Amigos do Brasil. Meu abraço a essa família unida. Fase de Pandemia e nem todos tem a idéia dos acontecimentos. Pois é amigos, as profecias estão se cumprindo e o caos está instaurado e sabem porque? O governo do anticristo quer tomar conta da humanidade porque sabe que o tempo dele está acabando!!! Jesus está voltando para resgatar a sua igreja conforme as cartas de Paulo aos de Tessalônica....meus amigos, busquem o Senhor Jesus enquanto há tempo. E não aceitem a vacina contra o Covid19. Nela está uma fórmula de mudança de DNA absurda que mudará sua estrutura genética e tudo que se chamar Deus você esquecerá condenando a si mesmo ao lugar de tormento eterno!!! 

Grande abraço!

Paz"
1,"O Clube Militar emitiu uma nota de repúdio e fez críticas ao ministro Marco Aurélio Mello, do Supremo Tribunal Federal, por ele ter dado prosseguimento a uma notícia-crime contra o presidente da República Jair Bolsonaro. A informação foi publicada pelo Radar.
Em nota, o clube afirma que a intenção é criar constrangimento a Bolsonaro.
“Diferente de outras autoridades que nesse momento de crise se enclausuram em suas luxuosas residências, se alimentando de lagosta e vinho francês, o presidente permanece ouvindo o povo para buscar as melhores soluções para resolver suas angústias”.
Conforme o texto do Clube Militar, defender o fim do isolamento total nesse tempo de coronavírus não é crime.
E critica o ministro do Supremo
“O próprio ministro Marco Aurélio, que deve ser especialista no assunto, liberou geral para governadores e prefeitos tomarem suas decisões. Surpreende-nos que, ao invés de dar celeridade aos processos contra políticos corruptos, com seus foros privilegiados, que apodrecem à espera da prescrição, o ilustre ministro prefira dar continuidade a um pedido que não mereceria nem a lata de lixo da justiça”.

@katiapolasek 
@andrearsantosgaucha 
@sandrinha.sousa.38 
@rejane_guerreira 
@biaduarte.17 
@rubensruifortunato
@kiqmafra
@veracristina14

#joão832📯😇🔰 
#BolsonaroDay
#GeneralHelenoTemRazao🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
#bolsonarotemrazao🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷 
#somostodosgenheleno
#bolsonaro382022🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷

#Globolixo 
#Globonewslixo 
#Rodrigomaispreso
#Rodrigomaiacovarde 
#AlcolumbrePaute2Instancia 
#Davitomavergonha 
#DaviEMaiaAbutres 
#Bolsonaroimbativel
#cidgomespreso"
1,"✅ *Notícias do Dia - Ano 4  n° 1301*
*Dia 12 de Junho de 2020, Sexta-Feira* 

Dia da Aviação de Transporte
Dia do Correio Aéreo Nacional
Dia do Enxadrista
Dia dos Namorados
Dia Mundial de Combate ao Trabalho Infantil 

🌥️ Mín 19° Máx 32° (Rio de Janeiro-RJ)
💵 Dólar Com: *4,94* ⬆️
💶 Euro: *5,62* ⬇️
📊 Ibovespa: *⬇️ 2,13% 94.685 pts*

🇧🇷😷 Covid-19: segundo atualização do Ministério da Saúde divulgada na noite desta quinta-feira (11), Brasil tem *802.828* pessoas infectadas pelo coronavírus e *40.919* falecimentos em função da doença; o país conta ainda com *416.314* pessoas sob observação e *345.595* pacientes recuperados

😷💉 São Paulo começa a testar vacina contra coronavírus em humanos em julho

😷💉 Governo de São Paulo anuncia parceria com laboratório chinês para produção de vacina contra o coronavírus 

😷🧪 Universidade de Campos faz diagnóstico de covid-19 no Norte Fluminense 

⚖️ Justiça Federal do RJ suspende nomeação de presidente do Instituto do Patrimônio Histórico e Artístico Nacional (Iphan); na decisão, juiz diz que Larissa Dutra não tem formação profissional para ocupar cargo; MPF afirma que a indicada não preenche critérios objetivos estabelecidos em decreto federal; União defende legalidade da nomeação justificando que Larissa pertence ao quadro funcional do Ministério do Turismo há 11 anos e ingressou na pasta por concurso público

⚖️ Justiça de SP quebra sigilo do escritório de Ricardo Salles, ministro do Meio Ambiente; investigação apura como o patrimônio do ministro saltou de R$ 1,4 milhão para R$ 8,8 milhões entre *2012* e *2018*

⚖️ Ministério Público Federal diz que Lei da Mata Atlântica deve se sobrepor ao Código Florestal

⚖️ Eike Batista é condenado a oito anos de prisão por manipular mercado financeiro

⚖️ Em Minas, Ministério Público e Agência Nacional de Mineração (ANM) fiscalizam barragens da Vale que não passaram por inspeção e que estão fora do cadastro nacional

🚔 Fiscalização apreende *256* kg de pescado irregular e aplica multa de R$ 7,1 mil em MT

🇧🇷👨✈️Governo confirma prorrogação do emprego das Forças Armadas na Amazônia Legal; Operação Verde Brasil 2, com o emprego de tropas no combate ao desmatamento na Amazônia, fica autorizada a funcionar até 10 de julho deste ano

🇧🇷 Novo ministério unificará políticas de comunicação do governo; Empresa Brasil de Comunicação (EBC) ficará vinculada à nova pasta juntamente com as políticas nacionais de radiodifusão, de telecomunicações, o relacionamento do Executivo com a imprensa e o sistema brasileiro de televisão pública

🇧🇷✍🏼 Bolsonaro anuncia veto à proibição de festa em condomínio por síndico; entre trechos vetados está o que impedia a concessão de liminar em ações de despejo e o que dava aos síndicos poder de restringir uso de áreas comuns do condomínio

🇧🇷🇨🇴 Colombianos ainda aguardam resgate no aeroporto de Guarulhos; mais de *180* colombianos ainda residem no aeroporto enquanto aguardam a volta para seu país por dificuldades financeiras enfrentadas no Brasil e exigindo de seu governo a volta gratuita para sua terra natal

🦟 Fortaleza (CE) registra cerca de dois mil casos de dengue a mais que mesmo período de *2019*

✈️ Latam e Delta levam ao Cade proposta de formação de uma companhia conjunta (joint venture) com a Delta Airlines, gigante americana do setor

🚆🚛 Caminhão é atingido por trem em Santana do Deserto (MG); veículo não conseguiu passar por uma passagem de nível; apesar do susto, ninguém ficou ferido 

🏓 Hugo Calderano volta às quadras na Alemanha; principal nome do Tênis de Mesa nas Américas, o brasileiro ajudou a sua equipe, o Ochsenhausen, a chegar à final da Liga Alemã

🇵🇾 Polícia paraguaia apreende facas, celulares e drogas em presídio que foi palco de fuga na fronteira com MS

🇨🇴 Colômbia detém suposto espião venezuelano que fingiu desertar do chavismo

🇻🇪 Moradores de Caracas, na Venezuela, são acordados  por terremoto 

🇵🇪 Peru registra recorde diário de mortos por coronavírus 

🇺🇸 Homem é acusado de envenenar moradores de rua na Califórnia

🇺🇸 Marinha dos EUA envia dois porta-aviões para o Pacífico em meio a tensões com a China 

🇫🇷 Profissionais de saúde realizam protesto em Paris

🇬🇧 Estátua de escravocrata britânico derrubada por manifestantes é retirada do rio; estátua de Edward Colston foi arrancada de seu pedestal no domingo (7) durante protesto na cidade inglesa de Bristol

🇬🇧 Estátua do fundador do escotismo é retirada na Inglaterra; monumento do ex-militar britânico Robert Baden-Powell foi temporariamente retirado para que não seja atacado durante os protestos contra o racismo

🇸🇰 Ataque em escola eslovaca deixa pelo menos um morto e cinco feridos 

🇳🇿 Moradores de subúrbio da Nova Zelândia sofrem com proliferação de galinhas selvagens nas ruas

🇸🇾 Assad destitui premiê da Síria em meio a grave crise económica; presidente sírio emitiu decreto nesta quinta-feira (11), em um movimento surpreendente durante uma das piores crises econômicas do país 

🇪🇺 Europa teme 2a onda precoce do coronavírus após protestos em massa; Comissão Europeia recomenda abertura gradual e parcial das fronteiras

🇨🇳🌨️ Chuvas intensas matam mais de 20 pessoas na China; chuvas torrenciais que atingiram o sul do país destruíram casas e desalojaram *230* mil pessoas; na região de Guangxi, seis pessoas morreram e uma está desaparecida

🇯🇵 Lutadores de sumô salvam mulher de afogamento no Japão 

🇫🇮 Com poucos infectados por coronavírus, Finlândia abre fronteira para países vizinhos 

🌎 *Eventos Históricos do Dia:*

- *1817:* Primeira forma de bicicleta, a draisiana ou dresina, é dirigida pelo inventor alemão Karl Drais

- *1926:* O Brasil se retira da Liga das Nações em protesto contra planos de admissão da Alemanha

- *1931:* Início do Correio Aéreo Nacional; originalmente denominado Serviço Postal Aéreo Militar, foi denominado logo em seguida como Correio Aéreo Militar; com a criação do Ministério da Aeronáutica, em *1941*, foram unidos o Correio Aéreo Militar (mantido pelo Exército Brasileiro) e o Correio Aéreo Naval (mantido pela Marinha do Brasil), constituindo-se o CAN 

- *1935:* Um cessar-fogo é negociado entre a Bolívia e o Paraguai, pondo fim à Guerra do Chaco

- *1939:* Baseball Hall of Fame é inaugurado em Cooperstown, Nova York

- *1987:* Guerra Fria: no Portão de Brandemburgo, Alemanha, o presidente dos EUA, Ronald Reagan, desafia publicamente Mikhail Gorbatchov a demolir o Muro de Berlim

- *1997:* Rainha Elizabeth II reabre o Globe Theatre em Londres

- *2000:* O ônibus da linha *174* é sequestrado por Sandro Barbosa do Nascimento, que manteve por quatro horas dez reféns, no bairro do Jardim Botânico, no Rio de Janeiro

- *2009:* Uma disputada eleição presidencial no Irã leva a amplos protestos locais e internacionais 

Essas são algumas notícias do dia ✅
*Autor: Roberto Vieira Filho* 🇧🇷🌎
Compartilhado por...
*Bom Dia!* 👍🏼😉"
1,"https://noticias.uol.com.br/colunas/rubens-valente/2020/04/05/exercito-forcas-armadas-coronavirus-bolsonaro.htm

Ademir Martins"
1,"O presidente Jair Bolsonaro deve demitir ainda nesta segunda-feira o ministro da Saúde, Luiz Henrique Mandetta, em meio à crise do novo coronavírus. O ato oficial de exoneração de Mandetta está sendo preparado nesta tarde no Palácio do Planalto. A expectativa é que a decisão seja publicada em edição extra do Diário Oficial da União após reunião do presidente com todos os ministros, entre eles Mandetta, convocada para as 17h. A informação sobre a exoneração de Mandetta foi confirmada ao Globo por dois auxiliares do presidente da República. https://oglobo.globo.com/brasil/bolsonaro-decide-demitir-mandetta-ainda-nesta-segunda-feira-24354357"
1,Será que vai pegar o Corona Virus? A propria esquerda mandando pro além o Ladrão de estimação?  🤔🤔🤔😂😂😂😂
1,"São Paulo criando protocolo animador contra a Covid-19 para o mundo: Médica Pneumologista e Patologista do HC/USP percebeu que o vírus provoca uma obstrução da microcirculação sanguínea e que é isso que provoca o colapso respiratório.
Então, ela desenvolveu um protocolo e começou a ministrar anticoagulantes para os pacientes da UTI, que apresentaram melhora significativa!
Esse protocolo já está sendo universalizado na rede municipal de São Paulo e agora ela terminou de submeter para publicação um artigo sobre isso a toque de caixa numa importante revista científica internacional para a difusão legitimada da 
descoberta, ou seja, nos próximos dias, podemos ter um grande avanço no combate à pandemia vindo de uma médica brasileira!"
